,0
648,142.89999999999995
649,137.25
650,141.54999999999998
651,160.39999999999998
652,164.25
653,158.14999999999998
654,158.39999999999995
655,157.9
656,153.49999999999997
657,156.54999999999998
658,158.75
659,157.95
660,161.74999999999997
661,165.55
662,164.64999999999998
663,166.39999999999998
664,162.8
665,157.5
666,158.55
667,154.09999999999994
668,172.89999999999998
669,203.14999999999995
670,206.05
671,207.0
672,211.34999999999997
673,200.79999999999998
674,206.14999999999998
675,196.25
676,196.09999999999997
677,186.8
678,187.44999999999996
679,192.64999999999995
680,192.09999999999997
681,201.25
682,199.64999999999998
683,205.95
684,202.2
685,201.35
686,213.89999999999998
687,212.94999999999996
688,188.3
689,191.35
690,191.15
691,192.0
692,191.15
693,190.29999999999998
694,188.0
695,181.94999999999996
696,183.2
697,182.2
698,183.2
699,182.64999999999995
700,178.34999999999997
701,180.09999999999994
702,163.0
703,161.3
704,158.49999999999997
705,157.84999999999997
706,156.24999999999997
707,158.89999999999995
708,164.29999999999998
709,163.64999999999998
710,166.89999999999998
711,162.59999999999997
712,165.14999999999998
713,164.79999999999998
714,174.25
715,169.95
716,154.14999999999998
717,160.05
718,160.59999999999997
719,158.34999999999997
720,165.8
721,159.09999999999994
722,161.89999999999998
723,164.69999999999996
724,169.14999999999998
725,160.55000000000004
726,163.45
727,166.7
728,161.84999999999994
729,164.49999999999997
730,159.09999999999994
731,160.8
732,155.84999999999994
733,155.89999999999998
734,158.14999999999998
735,158.20000000000002
736,169.84999999999997
737,175.34999999999997
738,174.69999999999996
739,172.39999999999998
740,177.0
741,177.84999999999994
742,183.99999999999997
743,184.25
744,182.54999999999998
745,181.39999999999998
746,183.0
747,183.14999999999995
748,179.79999999999998
749,172.24999999999997
750,172.14999999999995
751,175.8
752,178.04999999999998
753,176.94999999999996
754,173.45
755,165.14999999999998
756,175.55
757,170.19999999999996
758,161.59999999999997
759,154.49999999999997
760,159.55
761,164.69999999999996
762,158.79999999999998
763,162.39999999999998
764,161.74999999999997
765,160.45000000000002
766,166.39999999999998
767,166.3
768,161.3
769,159.05
770,154.99999999999997
771,158.79999999999998
772,163.49999999999997
773,163.05
774,154.45
775,150.59999999999997
776,150.59999999999997
777,145.89999999999998
778,134.39999999999995
779,132.84999999999997
780,139.49999999999997
781,138.14999999999998
782,141.34999999999994
783,133.59999999999994
784,114.09999999999995
785,112.39999999999995
786,79.84999999999994
787,84.94999999999996
788,53.599999999999966
789,59.349999999999945
790,52.59999999999995
791,50.550000000000004
792,48.599999999999966
793,0.0
794,23.94999999999997
795,47.800000000000004
796,40.4
797,43.5
798,43.849999999999994
799,43.5
800,36.999999999999986
801,36.999999999999986
802,40.299999999999976
803,43.049999999999976
804,44.09999999999997
805,55.05
806,61.09999999999994
807,59.80000000000002
808,60.34999999999995
809,62.699999999999974
810,57.39999999999996
811,64.09999999999997
812,69.80000000000001
813,62.84999999999998
814,63.34999999999999
815,65.14999999999996
816,79.84999999999994
817,82.29999999999998
818,58.55000000000003
819,55.300000000000026
820,62.34999999999997
821,74.59999999999997
822,77.25
823,81.89999999999995
824,83.69999999999997
825,101.55
826,100.59999999999998
827,101.44999999999997
828,85.50000000000001
829,111.39999999999999
830,115.94999999999997
831,109.34999999999998
832,102.79999999999998
833,107.79999999999998
834,118.84999999999998
835,123.99999999999999
836,116.0
837,121.55
838,132.14999999999998
839,131.74999999999997
840,131.39999999999998
841,133.34999999999997
842,135.5
843,138.25
844,138.75
845,130.84999999999994
846,137.50000000000003
847,131.94999999999996
848,132.99999999999997
849,133.49999999999997
850,136.0
851,141.09999999999997
852,141.8
853,147.84999999999997
854,144.05
855,136.2
856,135.39999999999998
857,134.85
858,136.09999999999997
859,136.0
860,138.99999999999997
861,152.6
862,151.64999999999995
863,138.14999999999998
864,132.80000000000004
865,135.34999999999994
866,127.14999999999996
867,124.39999999999996
868,112.59999999999994
869,107.34999999999997
870,103.39999999999996
871,105.19999999999999
872,109.49999999999999
873,106.89999999999999
874,104.19999999999997
875,106.09999999999998
876,101.59999999999998
877,101.24999999999999
878,110.80000000000001
879,107.34999999999997
880,104.69999999999999
881,107.39999999999995
882,103.55000000000003
883,107.14999999999998
884,119.3
885,116.0
886,118.84999999999998
887,123.49999999999997
888,127.2
889,133.39999999999995
890,139.85
891,140.3
892,149.64999999999998
893,149.64999999999998
894,148.84999999999997
895,145.8
896,146.54999999999998
897,141.2
898,138.29999999999998
899,146.44999999999996
900,142.75
901,152.24999999999997
902,147.95
903,141.0
904,152.09999999999997
905,158.20000000000002
906,145.2
907,144.25
908,137.80000000000004
909,136.04999999999998
910,133.79999999999998
911,134.7
912,143.84999999999997
913,144.85
914,145.74999999999997
915,138.29999999999998
916,150.05
917,140.05000000000004
918,124.49999999999999
919,116.80000000000003
920,105.94999999999997
921,118.34999999999997
922,131.74999999999997
923,133.19999999999996
924,133.95
925,145.5
926,142.55
927,155.09999999999997
928,152.84999999999997
929,151.94999999999996
930,149.39999999999995
931,149.84999999999997
932,142.09999999999997
933,141.14999999999995
934,135.0
935,142.14999999999995
936,139.75
937,141.14999999999995
938,147.55
939,150.55000000000004
940,156.54999999999998
941,155.89999999999998
942,156.59999999999997
943,145.84999999999994
944,134.89999999999998
945,152.04999999999998
946,149.09999999999994
947,145.84999999999994
948,153.29999999999998
949,160.84999999999994
950,163.30000000000004
951,159.25
952,158.95
953,163.79999999999998
954,160.25
955,157.7
956,158.30000000000004
957,171.84999999999994
958,183.3
959,174.09999999999994
960,168.05
961,167.34999999999994
962,184.45
963,191.15
964,202.34999999999994
965,203.74999999999997
